TYPE,NEWS
FAKE, Donald Trump s efforts to reach out to voters of color has been going about as terrible as one might expect it to go. Kayleigh McEnany  an avid Trump supporter  took part in a panel discussion on CNN s Anderson Cooper 360   where she attempted to continue that campaign. Not surprisingly  all she did was got shut down by the black members of the panel  Bakari Sellers and Angela Rae.McEnary began the panel discussion which revolved around black issues  by shouting down the black panelists  citing statistics about black people and poverty  saying that  You might think a 27.2  poverty rate among African American individuals is a good thing but  At that point  McEnary is interrupted by Rae who insists that no one had made that claim  asking her to retract the statement.That s when the panel really began to go into melt-down. McEnery tried to position Trump as a civil rights leader who  was on the cutting edge of civil rights  because he fought for inclusiveness in his clubs. While Trump might have expanded his customer base to include black and Jewish Americans. the other panelists were not buying it for a moment that Trump was a civil rights leader.What McEnery failed to mention  but Rae didn t  is that Trump only began to allow black and Jewish Americans into his clubs after he had been sued for housing discrimination.The best moment of the panel discussion is when Rae lays her thoughts out on the matter. She does not hold back  saying  If you want Donald Trump to say something that s meaningful to black people  and I m not going to be the spokesperson for all black people tonight  but what I m going to tell you is this. Plain and simple. He can disavow his racist butler. He can apologize for those two housing discriminations from the Department of Justice. He can tell me that that Black Lives Matter protester who he said deserves to get beat up  he can retract that and apologize for that. He can tell me that he never meant to say those legal fees of that guy that punched that black man in the face at his rally  should ve happened. He can apologize for the Indian man that was thrown out of his rally today. He can apologize to the Central Park Five  Sellers interrupts to say  All five of them. for taking out that full-page ad on them   I m not done  I m just getting started and I haven t even got to last July   Rae continues.  My only point to you is this  Donald Trump doesn t just have a messaging problem. He has a message and belief problem  Kayleigh  and he has to   he has to hear it from more than Rhinestones and Polyester  his two little imps that go out on the trail for him. You can watch the panel discussion in full.Featured image from video screenshot                                                                                                                                                                          
FAKE, After 20 years of corruption  millions of dollars wasted in ethics charges  and a stain on the integrity of law enforcement  Sheriff Joe Arpaio will finally be facing criminal prosecution.After being found guilty in civil court for being in contempt of court  U.S. District Court Judge Murray Snow  a Republican appointee  recommended that prosecutors bring forth criminal charges against Arpaio  second-in-command Gerard Sheridan  and Maricopa County Sheriff s Office Captain Steve Bailey. Also recommended for prosecution is Arpaio s attorney  Michele Iafrate.Two months ago  Arpaio  Sheridan  Bailey and Iafrate were found guilty in civil court of violating court orders to halt a process used by the Maricopa County Sheriff s Office that included elements of racial profiling. Not only did the Office  at the behest of Arpaio  intentionally disregard the orders  those named in the civil suit lied about doing so  even while under oath.In his order  Snow  who wrote 22 times that the defendants had  intentionally  broke the law and court order  said Criminal contempt serves to vindicate the Court s authority by punishing the intentional disregard for that authority.In other words  Arpaio and his thugs aren t above the law.Congratulations  Republicans  while you all were screaming  lock her up  at the RNC  one of your keynote speakers  Mr. Arpaio himself  is being dragged into court to face criminal charges.Arpaio s legal team said they of course would be appealing the decision in civil court and challenging the recommendation for criminal charges.Even with Trump on the ticket  Arpaio is in the fight of his life to retain his seat as Sheriff of Maricopa County. After seeing his support shrink in every election since his first one   1994   Arpaio faces his toughest re-election bid yet  with multiple polls showing Democratic challenger Paul Penzone ahead in the race  something that has never happened to Arpaio  and similarly with John McCain in his race against Ann Kirkpatrick .If all goes according to plan  the voters will kick Arpaio out of office and a criminal court will finally find him guilty of abusing his power. Nothing would be better than seeing Arpaio in the pink underwear in Tent City.Featured image via Alex Wong Getty Images                                                                                                                                                                          
FAKE, Donald Trump has once again showed why he will only have white  male support. In a recent  shakeup  which entails  staying on script   the GOP nominee made his much anticipated pitch to African American voters.And just as one would expect  it went horribly  horribly wrong.Trump actually said no joking around   that black people should vote for him because they have nothing left to lose  What do you have to lose? You re living in poverty. Your schools are no good. You have no jobs. Fifty-eight percent of your youth is unemployed. What do you have to lose? This speech was delivered in a community   Lansing  Michigan   which is 93 percent white and less than one percent black. If Trump is serious about courting black voters and sympathizing with their struggles  he should go to Harlem  Chicago  New Orleans  Detroit  and other areas where the black population is at least above 25 percent.After telling black voters that their livelihood sucks and that they all belong in low-income socio-economic conditions  Trump made the bold prediction that he  with less than three months to go until election day  would win 95 percent of the black vote. The sheer arrogance and misguided gobbledygook espoused out of his mouth should alone be the disqualifying factor.Trump is polling at 1 percent with black voters. In less than three months  he s going to have to convince 94 percent of the black population he s  with  them. Like everything else  Trump is setting himself up for failure.The man who has been sued for housing discrimination against blacks is now all of a sudden going to be their savior  just like middle class America s? The man who pointed to a random black man and screamed  look at my African American  is the one who will  produce  for the black community?Trump missed one very key  and detrimental  point in his speech  not every black person is in poverty. Not every black person goes to a broken school. Not every black person is unemployed. The dog whistle stereotypes that Trump perpetuated were not meant to showcase black plight   it was political red meat for his racist base of support.And to answer Trump s question of  what do you have to lose?  the answer is quite simple  everything.With his candidacy breathing new life into the white nationalist movement  anybody who isn t a white  Christian male has something to lose from a Trump presidency  and that especially includes African Americans.The Clinton campaign commented swiftly on Trump s racist  offensive and misleading remarks  saying Donald Trump asks what the African American community has to lose by voting for him. The answer is everything from a man who questions the citizenship of the first African American President  courts white supremacists  and has been sued for housing discrimination against communities of color. Trump painting the entire community as living in poverty with no jobs continues to show he is completely out of touch with the African American community.Trump may have just cemented his losing streak with black voters.Featured image via Joe Readle Getty Images                                                                                                                                                                          
FAKE, You ve probably seen the headlines that Aetna  one of the largest providers in the Affordable Care Act exchanges  has pulled out. Critics of Obamacare had nothing but schadenfreude. They told us Obamacare was doomed and this was proof. As it turns out  Aetna s move was less about the viability of Obamacare  as they claimed  than about a personal and political vendetta against the President  whose administration denied a merger between Aetna and Humana.The CEO of one of the largest providers in the network thinks Aetna is completely wrong. Bernard Tyson of Kaiser Permanente thinks Obamacare has been great for his bottom line and that if Aetna was in fact losing money  it was because they were bad at managing it.Tyson does understand that it s a tough market. People have been sicker than anticipated  which makes sense. If you give millions of people who haven t been able to afford medical care medical care  it will take a few years to bring their health up to that of people who have had insurance. Congress hasn t helped either. Republicans have blocked the assistance that was being offered to the insurance companies to help with the transition.But  according to Tyson  that DOES NOT mean that Obamacare is a failure. The idea that I would turn my back on a segment of the American population who really needs the coverage and the care I m in for the long haul   Tyson said.  And I m cautiously optimistic that at some point  we begin to make sure we have the right regulations  meaning oversight  to make sure the market is behaving like it was intended. Kaiser has made a  slight margin  overall on its ACA plans  Tyson said. Centene Corp.  Molina Healthcare and Blue Cross and Blue Shield of Florida similarly have found ways to make money on the exchanges. Narrow networks of hospital and doctors  as well as high deductibles  have worked for Medicaid plans like Centene and Molina. Florida Blue has relied on higher premiums than its peers.Source  Modern Health Care  blockquote Another problem is that the insurers themselves may be pricing themselves out of the market because of the  drum roll  free market. There were conscious decisions made in the pricing of the product when it first started that did not hold logic to the marketplace   Tyson said.  This is not rocket science. There s a pool of people to take care of  there s an underwriting process  and there were decisions made that   I m going to consciously underprice  and what I m going to do is gain market share and over time it s going to work itself out. Here s the full interview. It s quite interesting  and if you live in a Kaiser market  it might be worth supporting them Featured image via video screen capture.                                                                                                                                                                           
FAKE, What is the one thing that might actually scare Donald Trump? That s right   the prospect of releasing his tax returns has him terrified. The mere thought of making them public  just as every single presidential candidate in recent memory has done  is more abhorrent to him than his sexual obsession with his daughter is to the rest of us. But unfortunately for The Donald  he may not have a choice in the matter if Senate Democrats have their way.The Connecticut Mirror reports that Senators Chris Murphy and Ron Wyden have come up with a solution to Trump s nonsensical refusal to be honest with the American people about his taxes   something even George W. Bush was able to accomplish Partnering with fellow Democratic Sen. Ron Wyden  D-Ore.  Murphy on Thursday pressed for votes for a bill that would require all presidential candidates from major parties to make public their tax returns within two weeks of their parties  national conventions. The effort is part of a renewed Democratic campaign over Trump s tax filings.In keeping his tax returns under wraps  Murphy said Trump is violating a  40-year-standard of campaign transparency and may even be running for president to change tax laws that benefit his companies. This is an extraordinary moment in which the candidate may be seeking the presidency to protect his investments   Murphy says of his effort.What is Trump hiding?  Many people are saying  he has made substantial donations to NAMBLA   the North American Man-Boy Love Association   he does not want to become public. While this is a long-shot  as the organization is not actually tax exempt and would not show up on Trump s tax returns  it is clear that he fears their release. In any case  the  Presidential Tax Transparency Act  would let the public know all of Trump s dirty little tax secrets he desperately wants to keep hidden.In fact  it would force the FEC to post candidates  returns on the official website for all to see anytime they wish if the candidate did not voluntarily disclose them within two weeks of their party s national conventions.So far the bill only has five co-sponsors  including Tim Kaine  but the idea seems popular.Not only would this be a great idea  but it would lead to the most hilariously humiliating concession speech one can imagine.Featured image via Getty Images Brian Bianco                                                                                                                                                                          
FAKE, It s no secret that Donald Trump has a hard time with not only attracting minority voters  but also the votes of millenials that have grown up in a less racist  more diverse and accepting country than the America that Trump wants to enforce if he wins this election.But there are still young voters that are attracted to Trump  like 18-year-old Jake Anantha from Charlotte  North Carolina. Rather than be thankful for Anantha s support at a time when Trump is basically dying in the polls  the Trump campaign decided to kick this young Republican out of a rally on Thursday because he wasn t white.Jake was more than excited to attend Trump s event and give Trump his first primary vote. He was even wearing a Trump shirt to the rally  but his joy quickly left him when he was removed by police from the Charlotte Convention Center because the Trump campaign had accused him of being a protester. Jake s only  offense  was  having dark skin   according to Ramesh Anantha  Jake s father.Ramesh complained that as a young person of color  his son should have been been treated with respect   especially since Trump s rally was about supporting minorities. Ramesh  whose parents immigrated from India  said  It s unbelievably ironic  and argues that his son should have been looked at as a perfect Trump supporter. He should have been somebody they re putting up on stage. Screenshot of Jake being removed by securityAccording to the young supporter himself  this incident has changed his mind about supporting Trump  now that his campaign s true colors have shown. In an interview on Friday  Jake said that initially  he didn t mind Trump s brash campaign  When I saw him on TV  I personally didn t mind his rhetoric. I defended him. When people called him a racist  I said he s a critic of our flawed immigration system. He s strong on Islamic terrorism. Jake had gotten to the rally early and was able to get a position near the stage. He was just standing there innocently minding his own business when security tapped him on the shoulder and tried to escort him out. They said  We know who you are. You ve been at many other rallies. Jake tried to object and plea that it had been his first Trump rally and was not a protester  but police removed him anyway. The event had been private  so Trump s staff had full control over who could attend   and Jake was apparently not white enough. Forced to stay outside the Convention Center or risk being arrested  Jake watched white people enter the rally effortlessly. He said  I thought  Trump  was for all people. I don t believe he is for all people anymore. Why are all these white people allowed to attend and I m not? The Trump campaign has failed to apologize to Jake  and the young voter says that this incident has made him change his mind about Trump. He is now planning to vote for Libertarian Gary Johnson.Jake was not the only minority to be ejected from this event. Rose Hamid  a Muslim who was peacefully protesting by handing out flower pens  was also removed when Jake was taken out of the rally. You can watch a video of Jake and Rose being removed below Featured image via Mark Wallheiser   Getty Images                                                                                                                                                                          
FAKE, While Republicans try to make Louisiana s deadly floods  Obama s Katrina   there is only one person getting flack for being a raging opportunist   you guessed it   Donald Trump.Louisiana s Democratic governor  John Bel Edwards  blasted the Republican nominee for president after he showed up to Louisiana for a photo opportunity. While citizens are dying and being displaced by the thousands  Trump has decided he would exploit the carnage in an attempt to undermine President Obama.Remember when President Obama was chided by the GOP for not calling Gov. Rick Scott for two days after the Orlando massacre? Well  flooding has been going on in Louisiana for a week and still  Donald Trump has not reached out to the governor or any state leader tasked with handling the crisis. A spokesman for the governor pointed out Donald Trump hasn t called the governor to inform him of his visit. We welcome him to LA but not for a photo-op. Instead we hope he ll consider volunteering or making a sizable donation to the LA Flood Relief Fund to help the victims of the storm.Trump  the self described billionaire and charitable man  should donate.While Republicans continue to bash President Obama  Edwards has gone on the record asking that President Obama not travel to Louisiana for at least a week until the state is more secure   out of respect and timeliness of those working to aid the state.Trump s newest campaign manager Kellyanne Conway said the trip is  a decidedly nonpolitical event  no press allowed  going to help people on the ground who are in need. And what did Trump do as soon as she said that? He took questions from the press and said President Obama would rather play golf than help those affected in Louisiana. Even though President Obama has secured the relief funds for the state and has expressed his support and thoughts for those affected  the Trump train has decided to use the opportunity to smear him and once again make Trump look like the unsung hero of the day.So much for no media and not being political.Once again  Trump is exploiting and using people s pain for personal gain. He s done that his entire life  so why stop now.Featured image via Joshua Lott Getty Images                                                                                                                                                                          
FAKE, Donald Trump thinks his  apology  was a  great success   and he just got owned on Twitter for it.During a speech in North Carolina on Thursday  the Republican nominee claimed to  regret  some of the things he has said during his campaign. Sometimes  in the heat of the debate and speaking on a multitude of issues  you don t choose the right words or you say the wrong thing. I have done that  and I regret it  particularly where it may have caused personal pain. Too much is at stake for us to be consumed with these issues. But  this is Donald Trump  so of course he backtracked on that moments later. In this journey  I will never lie to you. I will never tell you something I do not believe myself. I will never put anyone s interests ahead of yours. Trump then took to Twitter to tout his speech as a  great success. The reporting at the failing  nytimes gets worse and worse by the day. Fortunately  it is a dying newspaper.  Donald J. Trump   realDonaldTrump  August 19  2016And he was thoroughly destroyed for it.  realDonaldTrump Low energy tweet!  Mike Elgan   MikeElgan  August 19  2016 realDonaldTrump Says who?  Sahil Lavingia   shl  August 19  2016  realDonaldTrump pic.twitter.com sfwBD3oUd7  dan rolle   danrolle  August 19  2016 realDonaldTrump Many people are saying New Trump is like New Coke  leaves a bad taste and is a complete failure.  Sonny Burnett   SonnyUndercover  August 19  2016  realDonaldTrump Donald  is this how you appeal to African Americans? https   t.co Na9nxHSgEG  Nathan Bernard   nathanTbernard  August 19  2016 realDonaldTrump Our boss s use of  wrong words  goes back a long way. Strange the  regret  only appeared this week! pic.twitter.com wPSY8zPmZd  Trump University   trumpUni  August 19  2016  realDonaldTrump An  extremely credible source  has called our office   told us that your  apology  is a fraud pic.twitter.com BwWr8GFeQT  Trump University   trumpUni  August 19  2016 AP Yep. Another pitiful attempt to alter the optics of this disgraceful campaign. After once again shuffling the staff  of course.  tyler easter   tylerOeaster  August 19  2016  AP it wasn t an apology I didn t hear the words I apologize did you???? What exactly does he regret??? I ll wait  PhenomenalWoman   1nePhenomenalMe  August 19  2016 AP pic.twitter.com Mf8jQU6IsF  Preston Porter   pr3ston  August 19  2016  AP  YouTube Trump is pandering for votes because he knows he is losing. His mouth is his Waterloo! NO one to blame but himself! No vote!  Bahia Wilson   bahiawilson  August 19  2016 realDonaldTrump That speech was NOT a great success. What  exactly  do you have  regrets  about?   PeggyBrava    PeggyBrava  August 19  2016  realDonaldTrump If they hand these gizmos out at the door  you re screwed. pic.twitter.com zBVvan4s86  Butch McLarty   ButchyMcLarty  August 19  2016Donald Trump s  apology  is nothing but a sham in desperation to reverse his plummeting poll numbers. The damage has already been done and Trump has no one to blame but himself.Featured Image  Spencer Platt Getty Images                                                                                                                                                                          
FAKE, Donald Trump has made it a point of his campaign to never apologize for anything  but he poorly tried to do exactly that on Thursday and Hillary Clinton nailed him for it. Sometimes  in the heat of the debate and speaking on a multitude of issues  you don t choose the right words or you say the wrong thing   Trump told an audience in North Carolina.  I have done that  and I regret it  particularly where it may have caused personal pain. Too much is at stake for us to be consumed with these issues. But then he turned around and wiped that apology away by claiming that he will never lie to his supporters and that he will will always put their interests first. In this journey  I will never lie to you. I will never tell you something I do not believe myself. I will never put anyone s interests ahead of yours. But Hillary Clinton did not let the Republican nominee get away with making a false apology.Her campaign issued a statement in response and it s absolutely perfect. Donald Trump literally started his campaign by insulting people   the statement reads. He has continued to do so through each of the 428 days from then until now  without shame or regret. We learned tonight that his speechwriter and teleprompter knows he has much for which he should apologize. But that apology tonight is simply a well-written phrase until he tells us which of his many offensive  bullying and divisive comments he regrets and changes his tune altogether. The statement then goes on give a list of examples of all the groups Trump has insulted complete with citations. Then it lists Trump  past record of regret. On attacking the Khans  a Gold Star family  I don t regret anything. On assailing the ethics and motives of Judge Curiel Asked if he regretted making his criticism of the judge personal Trump said his side had been treated very unfairly.On calling immigrants rapists  No  I don t apologize. On mocking a reporter with a disability Trump denied he had mocked the reporter and demanded his own apology.This is a fake apology by Trump. He s had more than a year s worth of opportunities to sincerely apologize for the horrible things he has said but he has only doubled down. He cannot possibly expect that this one sorry excuse for an apology will cover all of the harmful words he has vomited over the last year and two months since his campaign began. Nor should he expect it to be blindly accepted.It is said that it is  better late than never  but in this case it is too late. This slate cannot be wiped clean. Trump owes a personal apology to all the people he has demeaned  threatened  and mocked.The Republican Party needs to be held accountable for making Trump their leader and Trump needs to face actual consequences for all the bullshit he has spewed. That punishment and accountability can only come in one way. Americans need to vote on Election Day in November and send a clear message to Trump and the GOP. And that means a landslide victory for Democrats.Featured image via Getty Images                                                                                                                                                                          
FAKE, Former Republican presidential candidate Mitt Romney has been openly critical of Donald Trump  and of the Republican Party s continued support of the bombastic billionaire for president. Now  one of his former campaign operatives has written a stunning op-ed in which he roundly trashed Donald Trump and gave a rather glowing endorsement of Democratic nominee Hillary Clinton. That man is David Nierenberg  Romney s former finance chair. The piece appeared on CNBC s website. Nierenberg says of Hillary Clinton  Hillary Clinton knows her stuff. She is emotionally mature and centered. She respects and enjoys working with people from all backgrounds.She has the diplomatic skills needed to break the gridlock in Washington and lead our country well. America needs a steady hand on the tiller. Despite being a Republican with ties to Mitt Romney dating back to 2006  Nierenberg had this to say about his party s current standard-bearer  Trump is the most dangerous major party presidential candidate in my lifetime  maybe in American history. His character  temperament and behavior are definitely not presidential.I don t think he s fit to be our president. He speaks positively about foreign dictators and acts like one himself.This year  however  watching and listening to Donald Trump s erratic daily bullying  ranting  bragging  scapegoating and name-calling  my conscience and my three adult children will not let me vote for him. Nierenberg also joined the call for Trump to release his tax returns. He said  For decades  candidates  including successful business people  have released their tax returns  why does Trump think he shouldn t follow the rules of the game? Defeating him has to be our national priority. He is exactly right. This is a time to put party before country. This is no longer about left versus right  Republicans versus Democrats. This is about having one candidate in what is  for all intents and purposes  a two-party political system who is qualified versus one who is a dangerously unfit demagogue. The choice is ours  America. Put party before country and vote blue in November.Featured image via Instagram                                                                                                                                                                          
FAKE, An interracial couple in Olympia  Washington  was stabbed by a man sporting white supremacist tattoos and markings. The attacker appeared to have racist feelings and spoke out against Black Lives Matter  according to an account of his questioning by police.The accused  32-year-old Daniel Rowe  had tattoos on his body reading  skinhead    white power   and in the shape of the Confederate flag. The man in the couple he went after sustained non-life threatening injuries while the woman was grazed by his knife in the attack.Upon his arrest  Rowe allegedly told police that he had gone downtown after hearing about anti-police graffiti that had been put up Sunday night  according to court documents. He reportedly told police that if he were let go  he would head to a Donald Trump rally and stomp out more of the Black Lives Matter group. This has all the hallmarks of a hate crime   said Deputy Prosecutor Joseph Wheeler. This black-and-white couple was simply expressing their love for one another   he added.Black Lives Matter has been demonized both by conservative politicians and right-wing media like Fox News Channel  where host Bill O Reilly has compared the movement to the Ku Klux Klan.This is not the first apparent hate crime to be connected to Trump s campaign. In addition to various non-criminal incidents around the country  a Latino man in Massachusetts was beaten up by Trump fans as they cited the candidate and discussed deporting him.Trump himself has directed his rally attendees to be violent towards protesters  including those there on behalf of Black Lives Matter. Trump publicly offered to pay the legal bills for one man who punched a protester  and cheered on the idea of punching people who disrupt his events.By comparison  Hillary Clinton has said  black lives matter   and has featured mothers who have lost a child as a result of police brutality as part of her campaign as the  Mothers of the Movement.  They spoke at the Democratic National Convention in Philadelphia this summer.Featured image via screen capture                                                                                                                                                                          
FAKE, Jewelry designers Jill Martinelli and Sabine Le Guyader of Lady Grey in Brooklyn left Ivanka Trump a note with her recent purchase. Let s just say the two designers aren t fans of her father s. In the note  the two thanked her for her order but added that they were donating the proceeds to the American Immigration Council  the Everytown for Gun Safety organization and the Hillary Clinton campaign.The handwritten note was signed   Best  Jill   Sabine   with the Instagram photo of the letter captioned   Dear  ivankatrump   thanksbutnothanks  payitFORWARD. While we were flattered to receive an order from Ivanka Trump  our social and political views couldn t be further from those of the Trump campaign   Marinelli told The Cut.  When we received her order  we instantly felt compelled to take the money and donate it to a few organizations that were more aligned with our ideals. That was too much for Trump fans to handle so they besieged Lady Grey s Instagram and Facebook pages.One commenter went there  stating   Your company is f cked!! Loooooosers ! Say buh bye to your company   wrote ilianaruizjcj on Instagram.Duke7045 wrote  in Conservative caps    DISGUSTING ASSHOLES!!! HOPE YOU GO BANKRUPT SOON!!! WAIT TILL TRUMP BECOMES PRESIDENT. Brag it up!! Very poor business choice! Your company is fucked!!   fearss33 wrote.From there  things got worse  Disgusting! Keep your political views to yourself. Run your business with class. Hope you loose  sic  lots of money from being so ignorant   added valleygrrrl  with another commenter chiming in   I m utterly in shock of your display of professionalism. I hate to  no actually ladies I m not afraid to say but karma is a b tch and I know it will come back to hurt you. A really chill guy on Facebook  JJ Lars  wrote    F cking worthless c ck suckers! Laura Fleckenstein wrote   I just sent them about 100 emails. Block up there  sic  business. Susan Phipps went all caps and typos on Lady Grey  writing  EVERYONE BOYCOTT LADY GREY..WE HAVE NEVER OF HEARD OF THIS CHEAP UGLY JEWELRY.. BUT WHAT FEW CUSTOMERS THEY DO HAVE NEED TO BOYCOTT..RUDE..DISREPECTFUL UNGRATEFUL BUSINESS..AND REALLY UGLY JEWELRY! IT MUST BE HARD FOR THOSE WHO WROTE THIS LETTER TO BE SO JEALOUS OF A RICH..SUCCESSFUL..BEAUTIFULWOMAN LIKE IVANKA WHO IS LOVED BY MILLIONS!  boycottladygrey Sky Roxy wrote   What a bunch of fucking idiots I hope your business goes down . Disrespectful distasteful bitches you guys are. Marina Farra Swiatek-Barnett wrote   Karma is a Bitch.  The note from Lady Grey on Instagram  Dear  ivankatrump   thanksbutnothanks  payitFORWARD  A photo posted by Lady Grey Jewelry   ladygreyjewelry  on Aug 16  2016 at 12 15pm PDTThe audacity of these two women to donate money to worthy causes as well as their choice for president. As of now  there are over 5 500 comments on Facebook  most of them from Trump supporters.Photo by Joe Raedle via Getty.                                                                                                                                                                           
FAKE, Katrina Pierson  Donald Trump s official campaign spokeswoman who appears to have a permanent spot in front of a cable news camera  added to her long list of bizarre claims and blatantly false lies by alleging that Hillary Clinton has a brain disease.Pierson threw out the conspiracy theory on MSNBC on Thursday evening.Speaking on MSNBC  Katrina Pierson alleged that Clinton has a disorder called dysphasia  a condition brought on by brain trauma that erodes a person s ability to speak or comprehend language. What s new are the other reports or observations of Hillary Clinton s behavior or mannerisms   as well as her dysphasia  the fact that she s fallen  she has had a concussion  there are really interesting things out there   Pierson said.The Trump campaign has been echoing conspiracy theorists like radio host Alex Jones  who believes 9 11 was an  inside job  by the government  and Republican dirty trickster Roger Stone  he thinks that LBJ had John F. Kennedy killed  for the last few months. And Trump of course was the lead spokesperson for the birther conspiracy theory that alleges that President Obama was not born in America.Along with these conspiracy theorists  right wing media outlets like the Drudge Report and Fox News  Sean Hannity have been presenting a pile of false claims that Clinton s health is weak.Months ago  her campaign released a medical assessment from Clinton s doctor and found the former Secretary of State in good health. By comparison  the Trump campaign s health document was widely ridiculed at the time  as its hyperbolic language seemed to have come from Trump himself  and not a reputable doctor.The wild theories about Clinton s health have coincided with Trump s drop in the polls  as he has plummeted to be anywhere from 4-15 percent behind Clinton nationally. He is even tied or very close to her in multiple  red  states that have been easily won by previous Republican candidates like Mitt Romney and John McCain  including Georgia  Missouri  and even Texas.So more conspiracies can be expected.Featured image via YouTube                                                                                                                                                                          
FAKE, Trump s appointment of Breitbart chief Steve Bannon  along with his decision to have at least two people at the top of his campaign who will let him run amok  has further frightened and infuriated Republicans to the point where they re finally seeing reality about the candidate they put at the top of their ticket. As the layers of their delusions continue to be peeled back  former Minnesota Rep. Vin Weber says  Look  we are in a terrible position. The Republican Party has made a mistake of historic proportion and when you do that  you find yourself in a place with no good solutions. Trump s idiocy has started to affect down-ticket races all across the country  particularly in the Senate. Senators in tight races saw their numbers drop considerably between August 3 and August 15. This is good news for Democrats  but the GOP s continued insistence that Trump will  ultimately  work for them is rapidly becoming a pipe dream.It s hard to feel sorry for them over that  though  because they re the ones who stuck themselves with a candidate who can t even run a cohesive campaign. In fact  Weber sees conniving manipulation in Trump s decision to have three people managing his campaign  We now have a CEO  a campaign chairman and a campaign manager. That tells me that no one is in charge of this campaign. Trump is playing these three people against each other. Indeed  since the campaign manager is still Paul Manafort  Trump could be playing him against the other two. When Manafort replaced Corey Lewandowski as campaign manager back in June  everyone saw it as a sign that Trump was ready to take on the mantle of campaigning for the general election. They expected a pivot  effected in part by Manafort.But he s not pivoting  and he won t. Manafort failed miserably there. Since Trump s strategy of alienation worked so well during the primaries  he can t see any reason at all to change  I am who I am. It s me. I don t want to change. Everyone talks about  oh are you gonna pivot?  I don t want to pivot. I mean you have to be you. If you start pivoting  you are not being honest with people. That s a laugh coming from the man who spreads lies as easily as people spread the common cold. It s even sillier coming from someone who s trailing so badly in the polls that he s reduced to tweeting the ones where he s only a couple of points behind Hillary.His campaign is quickly becoming the only Republican entity that s still mired in the delusion that he can win anything at all. Hell has frozen over  The GOP is starting to admit  outright  that they fucked themselves sideways with a rusty chainsaw in nominating Donald Trump for president.Featured image via Ralph Freso Getty Images                                                                                                                                                                          
